Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Inrichting,Aantal zitplaatsen,Eerste kleur,Aantal cilinders,Cilinderinhoud,Europese voertuigcategorie
HV949V,Personenauto,BMW,M235I,20180413,cabriolet,4,ZWART,6,"2,979",M1
74LRZF,Personenauto,CITROEN,C3,20110504,hatchback,5,ROOD,4,"1,360",M1
DS305P,Bromfiets,TOMOS,A35-HDA,20190414,N.v.t.,,N.v.t.,,49,L1
GS989B,Personenauto,SEAT,IBIZA,20180630,MPV,5,GRIJS,3,999,M1
MY94TD,Motorfiets,YAMAHA,YZF-R1,20170508,Niet geregistreerd,,N.v.t.,4,998,L3
51FXL7,Bromfiets,PUCH,ZIP 25 KM/H,20180610,N.v.t.,,N.v.t.,,49,L1
43GXBJ,Personenauto,CITROEN,XSARA,20170727,hatchback,5,GROEN,4,"1,587",M1
P089JZ,Personenauto,MAZDA,MAZDA CX-5,20220328,stationwagen,5,ZWART,4,"2,488",M1
79TKGK,Personenauto,KIA,PICANTO,20220429,hatchback,4,BLAUW,4,999,M1
XD126H,Personenauto,CITROEN,C3,20220402,hatchback,5,GRIJS,3,"1,199",M1
GB483L,Personenauto,JAGUAR,JAGUAR F-TYPE,20210626,coupe,2,ZWART,6,"2,995",M1
09NTD5,Personenauto,RENAULT,CLIO,20150501,hatchback,5,ZWART,4,"1,149",M1
F004TB,Bromfiets,SYM,AZ05W,20170719,N.v.t.,2,N.v.t.,1,50,L1
50ZPH3,Personenauto,HYUNDAI,IX20,20160415,MPV,5,WIT,4,"1,396",M1
ST127V,Personenauto,FIAT,FIAT 500,20210312,hatchback,4,BLAUW,2,875,M1
6TKZ59,Personenauto,PEUGEOT,2008,20220524,stationwagen,5,GRIJS,3,"1,199",M1
ZJ856X,Personenauto,TESLA,MODEL 3,20190611,sedan,5,ZWART,,,M1
4TBT28,Personenauto,RENAULT,MEGANE SCENIC,20200220,hatchback,5,ROOD,4,"1,197",M1
51ZLJH,Personenauto,CITROEN,XSARA PICASSO,20081025,MPV,5,GROEN,4,"1,997",M1
98FSDS,Personenauto,TOYOTA,TOYOTA YARIS,20220413,hatchback,5,GRIJS,4,998,M1
27JSRN,Personenauto,OPEL,CORSA-C,20181124,hatchback,5,GROEN,4,"1,199",M1
MJNV16,Motorfiets,MONTESA-HONDA,RC47,20191228,Niet geregistreerd,,N.v.t.,2,647,L3
VN832G,Bedrijfsauto,DACIA,DOKKER,20210617,gesloten opbouw,2,N.v.t.,4,"1,461",N1
DHP01V,Bromfiets,KYMCO,VITALITY,20201019,N.v.t.,2,N.v.t.,1,50,L1
TR312S,Personenauto,AUDI,A3 SPORTBACK,20210607,hatchback,5,GRIJS,4,"1,498",M1
L921NZ,Personenauto,AUDI,A1 SPORTBACK,20220519,hatchback,4,ZWART,4,"1,197",M1
GD843N,Personenauto,AUDI,A3 SPORTBACK E-TRON,20200709,hatchback,5,BLAUW,4,"1,395",M1
DX047V,Bromfiets,PEUGEOT,ZENITH,20091015,N.v.t.,2,N.v.t.,0,49,L1
ON50HT,Oplegger,LAG,O-3-ST A2,20140610,tankwagen,,N.v.t.,,,O4
46NNFV,Personenauto,PEUGEOT,PARTNER,20080322,MPV,5,GRIJS,4,"1,587",M1
9XXT49,Personenauto,SKODA,OCTAVIA,20190509,stationwagen,5,WIT,4,"1,598",M1
92RFZV,Personenauto,CHRYSLER,VOYAGER,20180511,MPV,6,ZWART,4,"2,429",M1
96SPGP,Personenauto,MINI,MINI COOPER,20220428,hatchback,4,PAARS,4,"1,598",M1
02JNSG,Personenauto,PEUGEOT,206,20090827,hatchback,5,BLAUW,4,"1,360",M1
K232JP,Personenauto,VOLVO,XC40,20201230,stationwagen,5,WIT,,,M1
FX655F,Bromfiets,SYM,AW05W,20170901,N.v.t.,2,N.v.t.,1,50,L1
56RTZ4,Personenauto,FORD,KA,20220408,MPV,4,BRUIN,4,"1,242",M1
VK033G,Bedrijfsauto,VOLKSWAGEN,TRANSPORTER,20140930,gesloten opbouw,3,N.v.t.,4,"1,968",N1
MV52HK,Motorfiets,KAWASAKI,ZZ-R600,20090909,Niet geregistreerd,,N.v.t.,4,599,L3
15TFTG,Personenauto,FORD,KA,20211108,hatchback,4,GRIJS,4,"1,299",M1
6SHV10,Personenauto,FIAT,FIAT 500,20220610,hatchback,4,ZWART,2,875,M1
91TNGV,Personenauto,DAIHATSU,SIRION,20201121,hatchback,5,BLAUW,4,"1,298",M1
8KXX39,Personenauto,NISSAN,NISSAN MICRA,20161209,MPV,5,WIT,3,"1,198",M1
BSSP50,Bedrijfsauto,VOLKSWAGEN,CRAFTER 50 BESTEL L3 H2 2.5 TDI 100 KW ASG,20180209,gesloten opbouw,3,N.v.t.,5,"2,461",N2
D686GL,Bromfiets,SYM,XS50QT,20090828,N.v.t.,2,N.v.t.,1,50,L1
02XDFR,Personenauto,KIA,CARENS,20070503,MPV,5,ZWART,4,"1,998",M1
18NLNS,Personenauto,OPEL,ASTRA-G-CC,20130409,hatchback,5,ZWART,4,"1,598",M1
ZR715B,Personenauto,RENAULT,CLIO,20190711,hatchback,5,WIT,3,898,M1
96FFBL,Personenauto,VOLKSWAGEN,GOLF,20220708,hatchback,5,BLAUW,4,"1,984",M1
GL861H,Personenauto,OPEL,ASTRA,20150825,hatchback,5,ZWART,4,"1,364",M1
HF438N,Personenauto,TOYOTA,TOYOTA YARIS HYBRID,20170721,MPV,5,WIT,4,"1,497",M1
76MNDK,Motorfiets,BMW,R 1250 RT,20200926,Niet geregistreerd,2,N.v.t.,2,"1,254",L3
7TZF90,Personenauto,CITROEN,C4 AIRCROSS,20210611,MPV,5,GRIJS,4,"1,590",M1
MSHX01,Motorfiets,BMW,R 1200 GS,20220407,Niet geregistreerd,2,N.v.t.,2,"1,170",L3
VDN45J,Bedrijfsauto,VOLKSWAGEN,CADDY,20191209,gesloten opbouw,2,N.v.t.,4,"1,968",N1
38VTT1,Bedrijfsauto,MERCEDES-BENZ,ML 320 CDI 4MATIC,20161012,gesloten opbouw,2,N.v.t.,6,"2,987",N1
1ZNG71,Personenauto,VOLKSWAGEN,UP,20201207,hatchback,4,WIT,,,M1
ML03TG,Motorfiets,KAWASAKI,KZ 550 LTD,20141128,Niet geregistreerd,,N.v.t.,4,553,L3
OL98RN,Oplegger,BROSHUIS,2CONNECT-3AKCC,20151026,afneembare bovenbouw,,N.v.t.,,,O4
K555FG,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20210913,stationwagen,5,GRIJS,,,M1
22DPTH,Personenauto,VOLVO,850 TURBO 20V E2,20140217,stationwagen,,ZWART,5,"2,319",M1
MRGD08,Motorfiets,HARLEY DAVIDSON,XLH 883 SPORTSTER HUGGER,20061011,Niet geregistreerd,2,N.v.t.,2,883,L3
P361TT,Personenauto,MERCEDES-BENZ,VITO,20220609,kampeerwagen,4,GRIJS,4,"2,143",M1
HG735T,Personenauto,VOLKSWAGEN,PASSAT,20210511,stationwagen,5,ZWART,4,"1,395",M1
TZR19K,Land- of bosbouwtrekker,JOHN DEERE,1130,20211229,Niet geregistreerd,,N.v.t.,,,T
RX543G,Personenauto,PEUGEOT,308,20200610,MPV,5,GRIJS,3,"1,199",M1
09HNZK,Personenauto,MAZDA,MAZDA DEMIO,20170114,stationwagen,5,GROEN,4,"1,324",M1
65XJL3,Personenauto,VAN HOOL,T8,20130808,kampeerwagen,6,WIT,6,"11,413",M1
GB811K,Personenauto,PEUGEOT,308,20150408,MPV,5,GRIJS,4,"1,598",M1
MV61JH,Motorfiets,KAWASAKI,ZL 1000,20170603,Niet geregistreerd,,N.v.t.,4,997,L3
78KBN3,Personenauto,FORD,KA,20091009,MPV,4,WIT,4,"1,242",M1
78FRR9,Bromfiets,GILERA,C27,20100805,N.v.t.,,N.v.t.,1,49,L1
V987XZ,Bedrijfsauto,FIAT,FIAT DUCATO,20190418,gesloten opbouw,2,N.v.t.,4,"2,287",N1
41NZZR,Personenauto,VOLKSWAGEN,CADDY,20140920,stationwagen,5,ZWART,4,"1,390",M1
71TNJB,Personenauto,LAND ROVER,LR3,20180113,stationwagen,,GROEN,8,"4,394",M1
MX06RJ,Motorfiets,SUZUKI,GSXR 750 T,20210924,Niet geregistreerd,,N.v.t.,4,749,L3
P110PX,Personenauto,SEAT,TARRACO,20220709,stationwagen,5,WIT,4,"1,498",M1
TSK27B,Land- of bosbouwtrekker,MASSEY FERGUSON,6460,20211118,Niet geregistreerd,,N.v.t.,,,T
ZL392D,Personenauto,VOLKSWAGEN,GOLF,20190621,stationwagen,5,GRIJS,3,999,M1
TJZ50D,Land- of bosbouwtrekker,FORDSON,SUPER DEXTA,20210824,Niet geregistreerd,,N.v.t.,,,T
VG526T,Bedrijfsauto,TOYOTA,TOYOTA LAND CRUISER(150 SERIES),20220617,gesloten opbouw,2,N.v.t.,4,"2,982",N1
50SXS2,Personenauto,FORD,KA,20190128,MPV,4,ZWART,4,"1,242",M1
DLP51R,Bromfiets,TYM,SXL-50,20191220,N.v.t.,2,N.v.t.,1,50,L1
FN175G,Bromfiets,TOMOS,YOUNGST R,20210524,N.v.t.,,N.v.t.,1,49,L1
ND992X,Personenauto,NISSAN,NISSAN MICRA,20170415,MPV,5,BLAUW,3,"1,198",M1
G396BB,Personenauto,OPEL,CROSSLAND X,20190824,MPV,5,BLAUW,3,"1,199",M1
XJ162X,Personenauto,MERCEDES-BENZ,A 220,20191105,stationwagen,5,GRIJS,4,"1,991",M1
5800AS,Personenauto,SUNBEAM,ALPINE SERIE V,20090627,Niet geregistreerd,,ROOD,4,,M1
VKD88J,Bedrijfsauto,IVECO,35C18,20210830,opleggertrekker,3,N.v.t.,4,"2,998",N2
25MRSK,Motorfiets,YAMAHA,YAMAHA,20220709,Niet geregistreerd,2,N.v.t.,2,250,L3
N677XL,Personenauto,VOLKSWAGEN,T-CROSS,20220404,stationwagen,5,BLAUW,3,999,M1
90XJP9,Personenauto,CHEVROLET,AVEO,20220108,hatchback,5,ZWART,4,"1,398",M1
F163XG,Bromfiets,STEVENS,E-CAPRILE 45 GENT,20220428,N.v.t.,1,N.v.t.,0,,L1
54LPBG,Personenauto,MAZDA,MAZDA 6,20180721,hatchback,5,ZWART,4,"1,999",M1
LRGP91,Personenauto,TRIUMPH,TR 6,19950621,Niet geregistreerd,,BLAUW,6,,M1
15ZRN5,Personenauto,PEUGEOT,508,20151002,sedan,5,WIT,4,"1,560",M1
07MKXZ,Motorfiets,YAMAHA,MT-07,20210206,Niet geregistreerd,2,N.v.t.,2,689,L3
MSJZ12,Motorfiets,KREIDLER,FLORETT 80,20071016,Niet geregistreerd,2,N.v.t.,1,80,L3
56KDB9,Personenauto,CITROEN,CITROEN C1,20210611,hatchback,4,GRIJS,3,998,M1
83RRLN,Personenauto,SUBARU,SUBARU FORESTER,20210903,stationwagen,5,GRIJS,4,"1,994",M1
98NHF9,Personenauto,PEUGEOT,206+,20170627,hatchback,5,BLAUW,4,"1,360",M1
6TKK75,Personenauto,VOLVO,V60 PLUG IN HYBRID,20190314,stationwagen,5,BLAUW,5,"2,400",M1
7TJD90,Personenauto,OPEL,MERIVA,20140320,MPV,5,GRIJS,4,"1,364",M1
45BVJK,Bedrijfsauto,MERCEDES-BENZ,904.6,20080404,open wagen,3,N.v.t.,4,"2,148",N1
4ZRB22,Personenauto,VOLKSWAGEN,POLO,20201103,hatchback,5,GRIJS,3,"1,198",M1
TKH89K,Land- of bosbouwtrekker,FENDT,FARMER 2,20210903,Niet geregistreerd,,N.v.t.,,,T
74TNT8,Personenauto,TOYOTA,TOYOTA PRIUS,20170314,hatchback,5,WIT,4,"1,798",M1
G515GF,Personenauto,VOLVO,V90,20220709,stationwagen,5,GRIJS,4,"1,969",M1
PB48ZD,Personenauto,CITROEN,2 CV 6 SPECIAL,19990326,sedan,,ROOD,2,602,M1
F159KT,Bromfiets,KYMCO,PEOPLE S,20200604,N.v.t.,2,N.v.t.,1,50,L1
56HRNJ,Personenauto,PEUGEOT,406,20191002,sedan,5,BLAUW,4,"1,749",M1
40NBBP,Personenauto,CITROEN,XSARA PICASSO,20141107,MPV,5,BEIGE,4,"1,997",M1
75DRDX,Personenauto,SEAT,AROSA,20220428,hatchback,4,ROOD,4,999,M1
HJ070F,Personenauto,PEUGEOT,308,20200211,MPV,5,GRIJS,4,"1,560",M1
80LZL8,Personenauto,CITROEN,C5,20170617,sedan,5,GRIJS,4,"1,598",M1
JG917P,Personenauto,PEUGEOT,308,20200110,MPV,5,ROOD,3,"1,199",M1
MG15LN,Motorfiets,HONDA,XL 600 R PARIS DAKAR,20151007,Niet geregistreerd,,N.v.t.,1,589,L3
48MJSK,Motorfiets,KAWASAKI,Z750,20200605,Niet geregistreerd,2,N.v.t.,4,748,L3
H335PN,Personenauto,PEUGEOT,3008,20210324,MPV,5,ZWART,3,"1,199",M1
6XLR91,Personenauto,PEUGEOT,PEUGEOT 108,20190509,hatchback,4,GRIJS,3,998,M1
45TBFT,Personenauto,MITSUBISHI,MITSUBISHI COLT,20190218,hatchback,5,GRIJS,4,"1,332",M1
NX866R,Personenauto,SEAT,MII,20170520,hatchback,4,GRIJS,3,999,M1
97XNNG,Personenauto,MAZDA,MAZDA 5,20220709,MPV,7,ZWART,4,"1,798",M1
01PNS8,Personenauto,FORD,FIESTA,20190109,hatchback,5,WIT,4,"1,242",M1
97KNX8,Personenauto,HONDA,INSIGHT,20150814,hatchback,5,GRIJS,4,"1,339",M1
RZ521R,Personenauto,HYUNDAI,KONA,20190412,MPV,5,BLAUW,3,998,M1
37PPD8,Personenauto,BMW,M535I AUTOMATIC,20110224,sedan,5,BLAUW,6,"3,406",M1
22XVX3,Personenauto,KIA,VENGA,20190717,MPV,5,BRUIN,4,"1,396",M1
XB093L,Personenauto,OPEL,CORSA-E,20181224,hatchback,5,GRIJS,4,"1,398",M1
DRP01Z,Bromfiets,PIAGGIO,VESPA PRIMAVERA,20200709,N.v.t.,2,N.v.t.,1,50,L1
DH0995,Personenauto,MG,B,20030412,Niet geregistreerd,,WIT,4,,M1
98TTJV,Personenauto,TOYOTA,TOYOTA COROLLA VERSO,20180117,stationwagen,7,GRIJS,4,"1,794",M1
3KVH18,Personenauto,OPEL,CORSA,20130912,MPV,5,GRIJS,4,"1,229",M1
XV974H,Personenauto,KIA,NIRO,20190419,stationwagen,5,BLAUW,,,M1
23HXRX,Personenauto,SUZUKI,WAGON R,20201214,stationwagen,4,BLAUW,4,"1,298",M1
67FRT9,Bromfiets,GILERA,CITTA,20180426,N.v.t.,,N.v.t.,,49,L1
36NBV2,Personenauto,MITSUBISHI,MITSUBISHI COLT,20100805,hatchback,5,GRIJS,4,"1,332",M1
H110LF,Personenauto,VOLKSWAGEN,T-CROSS,20200305,stationwagen,5,ZWART,3,999,M1
RR349V,Personenauto,VOLKSWAGEN,POLO,20220709,hatchback,5,GRIJS,3,"1,422",M1
34BKZ6,Bedrijfsauto,MAN,TGS,20220523,betonmixer,2,N.v.t.,6,"10,518",N3
91PKDZ,Personenauto,OPEL,ASTRA,20180522,hatchback,5,GRIJS,4,"1,598",M1
22SJNN,Personenauto,OPEL,AGILA,20200824,MPV,5,ZWART,4,"1,229",M1
OS12SK,Oplegger,KRONE,N/A,20210414,huifopbouw,,N.v.t.,,,O4
72NLL4,Personenauto,KIA,CEE D,20210601,MPV,5,GRIJS,4,"1,396",M1
KH417K,Personenauto,VOLKSWAGEN,GOLF SPORTSVAN,20161220,stationwagen,5,GRIJS,4,"1,197",M1
5XTT63,Personenauto,AUDI,A1 SPORTBACK,20190315,hatchback,5,GRIJS,4,"1,197",M1
87JXHT,Personenauto,FORD,FOCUS,20090409,hatchback,5,BLAUW,4,"1,596",M1
SF636G,Personenauto,NISSAN,NISSAN QASHQAI,20200721,MPV,5,WIT,4,"1,197",M1
VDR52L,Bedrijfsauto,MERCEDES-BENZ,GL 420 CDI 4MATIC,20211102,gesloten opbouw,2,N.v.t.,8,"3,996",N1
01FTPV,Personenauto,SUBARU,LEGACY,20120903,stationwagen,5,ROOD,4,"1,994",M1
MY41XK,Motorfiets,BMW,F 650 ST,20100612,Niet geregistreerd,,N.v.t.,1,652,L3
92GHZ7,Personenauto,MITSUBISHI,MITSUBISHI COLT,20140627,hatchback,5,ZWART,4,"1,332",M1
V727FP,Bedrijfsauto,FORD,TRANSIT CONNECT,20170327,gesloten opbouw,2,N.v.t.,4,"1,499",N1
50BGSF,Bedrijfsauto,VOLKSWAGEN,CADDY SDI 47 KW 500,20160416,gesloten opbouw,,N.v.t.,4,"1,896",N1
T61BHX,Land- of bosbouwtrekker,CLAAS,JAGUAR 870,20220106,Niet geregistreerd,,N.v.t.,,,T
66FVRN,Personenauto,VOLKSWAGEN,BORA,20220525,sedan,5,BLAUW,4,"1,595",M1
PL841J,Personenauto,VOLKSWAGEN,TIGUAN,20210315,stationwagen,5,WIT,4,"1,984",M1
07HSTN,Personenauto,ROVER,ROVER 45,20190821,sedan,5,BLAUW,6,"1,997",M1
98PKR7,Personenauto,FIAT,FIAT PUNTO,20181108,MPV,5,ZWART,4,"1,248",M1
TRD80R,Land- of bosbouwtrekker,GOUPIL,G4,20211105,Niet geregistreerd,,N.v.t.,,,T
HF087R,Personenauto,KIA,SPORTAGE,20200822,MPV,5,GRIJS,4,"1,591",M1
48KTP5,Personenauto,VOLKSWAGEN,POLO,20191016,hatchback,5,GRIJS,4,"1,197",M1
43XHX9,Personenauto,PEUGEOT,208,20180720,hatchback,5,GRIJS,4,"1,397",M1
TLH72G,Land- of bosbouwtrekker,JOHN DEERE,6125R,20211013,Niet geregistreerd,,N.v.t.,,,T
48TJL4,Personenauto,AUDI,A4 LIMOUSINE,20220709,sedan,5,GRIJS,4,"1,798",M1
D386JK,Bromfiets,MICROCAR,M.GO,20190704,N.v.t.,2,N.v.t.,2,523,L6
41BBGN,Bedrijfsauto,PEUGEOT,PARTNER 170C 2.0HDI,20220709,gesloten opbouw,,N.v.t.,4,"1,997",N1
HT526G,Personenauto,SUZUKI,VITARA,20190814,hatchback,5,ZWART,4,"1,586",M1
79BDTV,Bedrijfsauto,VOLKSWAGEN,T4 BESTEL 1.0 TDI 75 KW AUT D.C.,20200501,gesloten opbouw,,N.v.t.,5,"2,461",N1
TKJ25Z,Land- of bosbouwtrekker,MASSEY FERGUSON,MF 165,20210907,Niet geregistreerd,,N.v.t.,,,T
MB74FL,Motorfiets,HONDA,CB 400N,19910801,Niet geregistreerd,,N.v.t.,2,395,L3
J137NL,Personenauto,OPEL,CORSA,20200917,hatchback,5,ZWART,,,M1
BSXD90,Bedrijfsauto,DAF,FA CF75,20220112,afneembare bovenbouw,2,N.v.t.,6,"9,186",N3
F113GD,Bromfiets,KYMCO,AGILITY 50,20140311,N.v.t.,2,N.v.t.,1,49,L1
27XKNP,Personenauto,MITSUBISHI,MITSUBISHI COLT,20220223,stationwagen,5,GRIJS,4,"1,332",M1
L035GH,Personenauto,FORD,FIESTA,20210517,hatchback,5,GRIJS,3,998,M1
52MHXR,Motorfiets,YAMAHA,MT07A,20180328,Niet geregistreerd,2,N.v.t.,2,689,L3
KJ581K,Personenauto,SUZUKI,CELERIO,20200507,hatchback,5,ZWART,3,998,M1
VR181J,Bedrijfsauto,FORD,TRANSIT CUSTOM,20220617,gesloten opbouw,3,N.v.t.,4,"2,198",N1
48FDTX,Personenauto,VOLKSWAGEN,SCIROCCO GTX 70KW AUT.U9,20100614,hatchback,,GRIJS,4,"1,781",M1
61SGRK,Personenauto,ALFA ROMEO,ALFA ROMEO 166,20220709,sedan,5,GRIJS,5,"2,387",M1
WBHT27,Aanhangwagen,KIP,50GB,20220617,caravan,,N.v.t.,,,O2
57LFT7,Personenauto,KIA,VENGA,20170320,MPV,5,GRIJS,4,"1,396",M1
L973HD,Personenauto,AUDI,A1 SPORTBACK,20220709,hatchback,5,ZWART,4,"1,498",M1
07TGD4,Personenauto,FORD,FOCUS,20210227,sedan,5,BRUIN,4,"1,596",M1
VH377T,Bedrijfsauto,VOLKSWAGEN,TRANSPORTER,20140411,gesloten opbouw,3,N.v.t.,4,"1,968",N1
F248VS,Bromfiets,IVA,IVA LUX50,20140620,N.v.t.,2,N.v.t.,1,49,L1
9KKH26,Personenauto,VOLKSWAGEN,POLO,20171123,hatchback,5,GRIJS,4,"1,395",M1
F672VF,Bromfiets,KYMCO,SENTO,20140523,N.v.t.,2,N.v.t.,1,50,L1
T77BLD,Motorrijtuig met beperkte snelheid,YAMAHA,TIMBERWOLF,20220111,Niet geregistreerd,,N.v.t.,,,Z
MXHH16,Motorfiets,KAWASAKI,Z750 ABS,20130304,Niet geregistreerd,2,N.v.t.,4,748,L3
F635NT,Bromfiets,PIAGGIO,N/A,20140626,N.v.t.,2,N.v.t.,1,50,L1
09LBD3,Personenauto,NISSAN,NISSAN PIXO,20200508,hatchback,4,ZWART,3,996,M1
21NBPB,Personenauto,PEUGEOT,206,20210302,stationwagen,5,GEEL,4,"1,587",M1
63BE66,Personenauto,ROLLS ROYCE,SILVER WRAITH,19980615,Niet geregistreerd,,GRIJS,6,,M1
N978FG,Personenauto,CITROEN,C3,20220225,hatchback,5,WIT,3,"1,199",M1
KP753D,Personenauto,MERCEDES-BENZ,C 180,20190412,stationwagen,5,GRIJS,4,"1,595",M1
F197RD,Bromfiets,LA SOURIS,GRANDE RETRO,20190607,N.v.t.,2,N.v.t.,1,50,L1
KV28RV,Personenauto,RENAULT,4F6 COMBI,20100925,Niet geregistreerd,,BLAUW,4,,M1
V543DH,Bedrijfsauto,VOLKSWAGEN,CADDY,20200507,gesloten opbouw,2,N.v.t.,4,"1,968",N1
H364TX,Personenauto,OPEL,CORSA,20200529,hatchback,5,GRIJS,3,"1,199",M1
RV507N,Personenauto,MERCEDES-BENZ,GLA 220 D 4MATIC,20180207,stationwagen,5,ZWART,4,"2,143",M1
J434TR,Personenauto,TOYOTA,TOYOTA YARIS,20201020,hatchback,5,WIT,3,"1,490",M1
LTJS70,Personenauto,ALFA ROMEO,SPIDER 2.0 T.SPARK 16V,20220709,cabriolet,,ZWART,4,"1,970",M1
27FJB7,Bromfiets,GILERA,ECO CITTA,20060422,N.v.t.,,N.v.t.,,50,L1
XS994F,Personenauto,FORD,FIESTA,20190601,hatchback,5,GRIJS,3,998,M1
DBT37G,Bromfiets,AGM,NEW FLASH,20150508,N.v.t.,2,N.v.t.,1,50,L1
22FVZR,Personenauto,TOYOTA,TOYOTA YARIS,20200915,hatchback,5,BLAUW,4,"1,299",M1
16XPST,Personenauto,FORD,FIESTA,20190223,hatchback,5,BLAUW,4,"1,999",M1
GN604K,Personenauto,VOLKSWAGEN,UP,20190607,hatchback,4,WIT,3,999,M1
7KVH78,Personenauto,PEUGEOT,208,20190615,hatchback,5,GRIJS,3,"1,199",M1
25XLJJ,Personenauto,DODGE,CALIBER,20170822,hatchback,5,ZWART,4,"1,798",M1
4XXN22,Personenauto,NISSAN,NISSAN NOTE,20141124,MPV,5,ROOD,3,"1,198",M1
F936PH,Bromfiets,PIAGGIO,N/A,20130731,N.v.t.,2,N.v.t.,1,50,L1
41BGR7,Bedrijfsauto,SCANIA,R450,20181126,opleggertrekker,2,N.v.t.,6,"12,742",N3
46XGGS,Personenauto,NISSAN,NISSAN MICRA,20171104,hatchback,5,GRIJS,4,"1,240",M1
52LPN9,Personenauto,CHEVROLET,SPARK,20150813,hatchback,5,ROOD,4,995,M1
ZFLT50,Personenauto,SAAB,900 I 16 CABRIO U9,20070827,cabriolet,,ZWART,4,"2,119",M1
04RPD6,Personenauto,CITROEN,CITROEN C1,20130913,hatchback,4,ZWART,3,998,M1
42FSKD,Personenauto,SUZUKI,JIMNY,20220709,stationwagen,4,BLAUW,4,"1,298",M1
ZL803B,Personenauto,TESLA,MODEL 3,20190628,sedan,5,ZWART,,,M1
JF096G,Personenauto,NISSAN,NISSAN NOTE,20160229,MPV,5,ZWART,3,"1,198",M1
51FFFB,Personenauto,SUZUKI,WAGON R,20170603,stationwagen,4,PAARS,4,"1,171",M1
G546RJ,Personenauto,MERCEDES-BENZ,GLE 300 D 4MATIC,20191119,stationwagen,7,GRIJS,4,"1,950",M1
97HPF8,Personenauto,AUDI,AUDI Q5,20190508,stationwagen,5,ZWART,6,"2,967",M1
02SPKN,Personenauto,VOLKSWAGEN,1Y,20201212,cabriolet,4,GRIJS,4,"1,984",M1
82JXD6,Personenauto,MERCEDES-BENZ,ML 320 CDI 4MATIC,20100929,stationwagen,5,GRIJS,6,"2,987",M1
HH554R,Personenauto,CITROEN,C4,20210910,hatchback,5,GRIJS,3,"1,199",M1
K169FG,Personenauto,TESLA,MODEL 3,20201211,sedan,5,GRIJS,,,M1
19TNDP,Personenauto,KIA,PICANTO,20210129,MPV,5,ORANJE,4,999,M1
DXR96L,Bromfiets,SYM,ORBIT,20200129,N.v.t.,2,N.v.t.,1,49,L1
57XSLP,Personenauto,RENAULT,MEGANE SCENIC,20081003,MPV,5,ZWART,4,"1,998",M1
06XKJ3,Personenauto,BMW,3ER REIHE,20211225,sedan,5,GRIJS,4,"1,995",M1
ZH173K,Personenauto,MERCEDES-BENZ,VITO TOURER,20190529,MPV,9,WIT,4,"2,143",M1
VG61NG,Bedrijfsauto,MERCEDES-BENZ,409D,20120825,kampeerwagen,,N.v.t.,5,,N2
70WGRD,Aanhangwagen,NOOTEBOOM,ASD-40-22,20101207,open wagen,,N.v.t.,,,O4
XG978K,Personenauto,PEUGEOT,108,20191227,hatchback,4,GRIJS,3,998,M1
57NKX5,Personenauto,HONDA,INSIGHT,20200111,hatchback,5,GRIJS,4,"1,339",M1
05WKLP,Middenasaanhangwagen,SWIFT GROUP LIMITED,SPRITE,20220709,caravan,,N.v.t.,,,O2
TZR51P,Land- of bosbouwtrekker,HOLDER,AG 35,20211229,Niet geregistreerd,,N.v.t.,,,T
XS861R,Personenauto,VOLKSWAGEN,GOLF,20190315,stationwagen,5,ZWART,,,M1
VR1700,Motorfiets,DUCATI,SCRAMBLER 350,20140828,Niet geregistreerd,,N.v.t.,1,340,L3
6KHT92,Personenauto,FORD,FOCUS,20220613,stationwagen,5,GRIJS,4,"1,596",M1
ZF6086,Motorfiets,KREIDLER,K54511,20110119,Niet geregistreerd,1,N.v.t.,1,50,L3
TGH37S,Land- of bosbouwtrekker,MASSEY FERGUSON,4335,20210514,Niet geregistreerd,,N.v.t.,,,T
LPP28B,Land- of bosb aanhw of getr uitr stuk,ZELFBOUW,ONBEKEND,20220407,Niet geregistreerd,,N.v.t.,,,R
6VDG31,Bedrijfsauto,NISSAN,PRIMASTAR 1200 L1H1 2.0 DCI 66KW E4,20220222,gesloten opbouw,3,N.v.t.,4,"1,995",N1
KV906S,Personenauto,RENAULT,CLIO,20220405,hatchback,5,ZWART,4,"1,461",M1
21NTHX,Personenauto,AUDI,AUDI A3,20220408,hatchback,5,GRIJS,4,"1,598",M1
47GSFD,Personenauto,FORD,MONDEO,20170519,sedan,5,ZWART,4,"1,999",M1
T52DSL,Land- of bosbouwtrekker,CAPTAIN,CAPTAIN 263 4WD,20220504,Niet geregistreerd,1,N.v.t.,3,"1,319",T2
67TGJS,Personenauto,BMW,120I,20201002,stationwagen,5,GRIJS,4,"1,995",M1
96VSGG,Bedrijfsauto,FIAT,290,20160421,kampeerwagen,,N.v.t.,4,,N1
18JFK2,Personenauto,FIAT,FIAT 500,20180222,hatchback,4,ZWART,4,"1,242",M1
F855ZN,Bromfiets,PIAGGIO,N/A,20220223,N.v.t.,2,N.v.t.,1,50,L1
MJ08RZ,Motorfiets,YAMAHA,XV 750 W,20070507,Niet geregistreerd,,N.v.t.,2,748,L3
77GNJ5,Personenauto,MITSUBISHI,MITSUBISHI OUTLANDER,20170128,stationwagen,5,GRIJS,4,"1,997",M1
